event_name,fighter_name,bonus_type,opponent_name
The Ultimate Fighter: A Champion Will Be Crowned Finale,Jessica Penne,FOTN,Randa Markos
The Ultimate Fighter: A Champion Will Be Crowned Finale,Randa Markos,FOTN,Jessica Penne
The Ultimate Fighter: A Champion Will Be Crowned Finale,Carla Esparza,POTN,
The Ultimate Fighter: A Champion Will Be Crowned Finale,Yancy Medeiros,POTN,
The Ultimate Fighter: Heavyweights Finale,Frankie Edgar,FOTN,Matt Veach
The Ultimate Fighter: Heavyweights Finale,Matt Veach,FOTN,Frankie Edgar
The Ultimate Fighter: Heavyweights Finale,Roy Nelson,KOTN,
The Ultimate Fighter: Heavyweights Finale,Mark Bocek,SOTN,
The Ultimate Fighter: Live Finale,Justin Lawrence,FOTN,John Cofer
The Ultimate Fighter: Live Finale,John Cofer,FOTN,Justin Lawrence
The Ultimate Fighter: Live Finale,Martin Kampmann,KOTN,
The Ultimate Fighter: Live Finale,Justin Lawrence,KOTN,
The Ultimate Fighter: Live Finale,Michael Chiesa,SOTN,
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Tim Elliott,FOTN,Jared Papazian
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Jared Papazian,FOTN,Tim Elliott
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Pat Barry,KOTN,
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,TJ Waldburger,SOTN,
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Leandro Issa,FOTN,Jumabieke Tuerxun
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Jumabieke Tuerxun,FOTN,Leandro Issa
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Leandro Issa,POTN,
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Adriano Martins,POTN,
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,Jon Koppenhaver,KOTN,
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,Matt Arroyo,SOTN,
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Cat Zingano,FOTN,Miesha Tate
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Miesha Tate,FOTN,Cat Zingano
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Travis Browne,KOTN,
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Daniel Pineda,SOTN,
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Junie Browning,FOTN,Dave Kaplan
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Dave Kaplan,FOTN,Junie Browning
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Anthony Johnson,KOTN,
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Krzysztof Soszynski,SOTN,
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Dustin Hazelett,FOTN,Josh Burkman
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Josh Burkman,FOTN,Dustin Hazelett
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Dustin Hazelett,SOTN,
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Drew McFedries,KOTN,
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Josh Sampo,FOTN,Ryan Benoit
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Ryan Benoit,FOTN,Josh Sampo
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Nate Diaz,KOTN,
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Chris Holdsworth,SOTN,
The Ultimate Fighter: United States vs. United Kingdom Finale,Tomasz Drwal,KOTN,
The Ultimate Fighter: United States vs. United Kingdom Finale,Jason Dent,SOTN,
UFC 100,Yoshihiro Akiyama,FOTN,Alan Belcher
UFC 100,Alan Belcher,FOTN,Yoshihiro Akiyama
UFC 100,Dan Henderson,KOTN,
UFC 100,Tom Lawlor,SOTN,
UFC 101: Declaration,Anderson Silva,FOTN,Forrest Griffin
UFC 101: Declaration,Forrest Griffin,FOTN,Anderson Silva
UFC 101: Declaration,Anderson Silva,KOTN,
UFC 109: Relentless,Nate Marquardt,FOTN,Chael Sonnen
UFC 109: Relentless,Chael Sonnen,FOTN,Nate Marquardt
UFC 109: Relentless,Matt Serra,KOTN,
UFC 109: Relentless,Paulo Thiago,SOTN,
UFC 112: Invincible,Kendall Grove,FOTN,Mark Munoz
UFC 112: Invincible,Mark Munoz,FOTN,Kendall Grove
UFC 112: Invincible,DaMarques Johnson,KOTN,
UFC 112: Invincible,Rafael dos Anjos,SOTN,
UFC 125: Resolution,Frankie Edgar,FOTN,Gray Maynard
UFC 125: Resolution,Gray Maynard,FOTN,Frankie Edgar
UFC 125: Resolution,Jeremy Stephens,KOTN,
UFC 125: Resolution,Clay Guida,SOTN,
UFC 199: Rockhold vs. Bisping 2,Marco Polo Reyes,FOTN,Dong Hyun Ma
UFC 199: Rockhold vs. Bisping 2,Dong Hyun Ma,FOTN,Marco Polo Reyes
UFC 199: Rockhold vs. Bisping 2,Michael Bisping,POTN,
UFC 199: Rockhold vs. Bisping 2,Dan Henderson,POTN,
UFC 201: Lawler vs. Woodley,Karolina Kowalkiewicz,FOTN,Rose Namajunas
UFC 201: Lawler vs. Woodley,Rose Namajunas,FOTN,Karolina Kowalkiewicz
UFC 201: Lawler vs. Woodley,Tyron Woodley,POTN,
UFC 201: Lawler vs. Woodley,Jake Ellenberger,POTN,
UFC 202: Diaz vs. McGregor 2,Conor McGregor,FOTN,Nate Diaz
UFC 202: Diaz vs. McGregor 2,Nate Diaz,FOTN,Conor McGregor
UFC 202: Diaz vs. McGregor 2,Anthony Johnson,POTN,
UFC 202: Diaz vs. McGregor 2,Donald Cerrone,POTN,
UFC 203: Miocic vs. Overeem,Stipe Miocic,FOTN,Alistair Overeem
UFC 203: Miocic vs. Overeem,Alistair Overeem,FOTN,Stipe Miocic
UFC 203: Miocic vs. Overeem,Jéssica Andrade,POTN,
UFC 203: Miocic vs. Overeem,Yancy Medeiros,POTN,
UFC 206: Holloway vs. Pettis,Cub Swanson,FOTN,Doo Ho Choi
UFC 206: Holloway vs. Pettis,Doo Ho Choi,FOTN,Cub Swanson
UFC 206: Holloway vs. Pettis,Max Holloway,POTN,
UFC 206: Holloway vs. Pettis,Lando Vannata,POTN,
UFC 207: Nunes vs. Rousey,Dominick Cruz,FOTN,Cody Garbrandt
UFC 207: Nunes vs. Rousey,Cody Garbrandt,FOTN,Dominick Cruz
UFC 207: Nunes vs. Rousey,Amanda Nunes,POTN,
UFC 207: Nunes vs. Rousey,Alex Garcia,POTN,
UFC 209: Woodley vs. Thompson 2,David Teymur,FOTN,Lando Vannata
UFC 209: Woodley vs. Thompson 2,Lando Vannata,FOTN,David Teymur
UFC 209: Woodley vs. Thompson 2,Darren Elkins,POTN,
UFC 209: Woodley vs. Thompson 2,Iuri Alcântara,POTN,
UFC 210: Cormier vs. Johnson 2,Shane Burgos,FOTN,Charles Rosa
UFC 210: Cormier vs. Johnson 2,Charles Rosa,FOTN,Shane Burgos
UFC 210: Cormier vs. Johnson 2,Charles Oliveira,POTN,
UFC 210: Cormier vs. Johnson 2,Gregor Gillespie,POTN,
UFC 212: Aldo vs. Holloway,Max Holloway,FOTN,José Aldo
UFC 212: Aldo vs. Holloway,José Aldo,FOTN,Max Holloway
UFC 212: Aldo vs. Holloway,Cláudia Gadelha,POTN,
UFC 212: Aldo vs. Holloway,Brian Kelleher,POTN,
UFC 213: Romero vs. Whittaker,Robert Whittaker,FOTN,Yoel Romero
UFC 213: Romero vs. Whittaker,Yoel Romero,FOTN,Robert Whittaker
UFC 213: Romero vs. Whittaker,Rob Font,POTN,
UFC 213: Romero vs. Whittaker,Chad Laprise,POTN,
UFC 214: Cormier vs. Jones 2,Brian Ortega,FOTN,Renato Moicano
UFC 214: Cormier vs. Jones 2,Renato Moicano,FOTN,Brian Ortega
UFC 214: Cormier vs. Jones 2,Jon Jones,POTN,
UFC 214: Cormier vs. Jones 2,Volkan Oezdemir,POTN,
UFC 216: Ferguson vs. Lee,Lando Vannata,FOTN,Bobby Green
UFC 216: Ferguson vs. Lee,Bobby Green,FOTN,Lando Vannata
UFC 216: Ferguson vs. Lee,Demetrious Johnson,POTN,
UFC 216: Ferguson vs. Lee,John Moraga,POTN,
UFC 219: Cyborg vs. Holm,Cris Cyborg,FOTN,Holly Holm
UFC 219: Cyborg vs. Holm,Holly Holm,FOTN,Cris Cyborg
UFC 219: Cyborg vs. Holm,Khabib Nurmagomedov,POTN,
UFC 219: Cyborg vs. Holm,Tim Elliott,POTN,
UFC 220: Miocic vs. Ngannou,Calvin Kattar,FOTN,Shane Burgos
UFC 220: Miocic vs. Ngannou,Shane Burgos,FOTN,Calvin Kattar
UFC 220: Miocic vs. Ngannou,Daniel Cormier,POTN,
UFC 220: Miocic vs. Ngannou,Abdul Razak Alhassan,POTN,
UFC 221: Romero vs. Rockhold,Jake Matthews,FOTN,Li Jingliang
UFC 221: Romero vs. Rockhold,Li Jingliang,FOTN,Jake Matthews
UFC 221: Romero vs. Rockhold,Israel Adesanya,POTN,
UFC 221: Romero vs. Rockhold,Jussier Formiga,POTN,
UFC 222: Cyborg vs. Kunitskaya,Sean O'Malley,FOTN,Andre Soukhamthath
UFC 222: Cyborg vs. Kunitskaya,Andre Soukhamthath,FOTN,Sean O'Malley
UFC 222: Cyborg vs. Kunitskaya,Brian Ortega,POTN,
UFC 222: Cyborg vs. Kunitskaya,Alexander Hernandez,POTN,
UFC 223: Khabib vs. Iaquinta,Zabit Magomedsharipov,FOTN,Kyle Bochniak
UFC 223: Khabib vs. Iaquinta,Kyle Bochniak,FOTN,Zabit Magomedsharipov
UFC 223: Khabib vs. Iaquinta,Chris Gruetzemacher,POTN,
UFC 223: Khabib vs. Iaquinta,Olivier Aubin-Mercier,POTN,
UFC 224: Nunes vs. Pennington,Kelvin Gastelum,FOTN,Ronaldo Souza
UFC 224: Nunes vs. Pennington,Ronaldo Souza,FOTN,Kelvin Gastelum
UFC 224: Nunes vs. Pennington,Lyoto Machida,POTN,
UFC 224: Nunes vs. Pennington,Aleksei Oleinyk,POTN,
UFC 225: Whittaker vs. Romero 2,Curtis Blaydes,POTN,
UFC 225: Whittaker vs. Romero 2,Charles Oliveira,POTN,
UFC 226: Miocic vs. Cormier,Daniel Cormier,POTN,
UFC 226: Miocic vs. Cormier,Anthony Pettis,POTN,
UFC 226: Miocic vs. Cormier,Khalil Rountree Jr,POTN,
UFC 226: Miocic vs. Cormier,Paulo Costa,POTN,
UFC 227: Dillashaw vs. Garbrandt 2,Henry Cejudo,FOTN,Demetrious Johnson
UFC 227: Dillashaw vs. Garbrandt 2,Demetrious Johnson,FOTN,Henry Cejudo
UFC 227: Dillashaw vs. Garbrandt 2,T.J. Dillashaw,POTN,
UFC 227: Dillashaw vs. Garbrandt 2,Renato Moicano,POTN,
UFC 228: Woodley vs. Till,Irene Aldana,FOTN,Lucie Pudilová
UFC 228: Woodley vs. Till,Lucie Pudilová,FOTN,Irene Aldana
UFC 228: Woodley vs. Till,Tyron Woodley,POTN,
UFC 228: Woodley vs. Till,Jéssica Andrade,POTN,
UFC 229: Khabib vs. McGregor,Tony Ferguson,FOTN,Anthony Pettis
UFC 229: Khabib vs. McGregor,Anthony Pettis,FOTN,Tony Ferguson
UFC 229: Khabib vs. McGregor,Derrick Lewis,POTN,
UFC 229: Khabib vs. McGregor,Aspen Ladd,POTN,
UFC 230: Cormier vs. Lewis,Ronaldo Souza,FOTN,Chris Weidman
UFC 230: Cormier vs. Lewis,Chris Weidman,FOTN,Ronaldo Souza
UFC 230: Cormier vs. Lewis,Jared Cannonier,POTN,
UFC 230: Cormier vs. Lewis,Israel Adesanya,POTN,
UFC 231: Holloway vs. Ortega,Max Holloway,FOTN,Brian Ortega
UFC 231: Holloway vs. Ortega,Brian Ortega,FOTN,Max Holloway
UFC 231: Holloway vs. Ortega,Max Holloway,POTN,
UFC 231: Holloway vs. Ortega,Thiago Santos,POTN,
UFC 232: Jones vs. Gustafsson 2,Chad Mendes,FOTN,Alexander Volkanovski
UFC 232: Jones vs. Gustafsson 2,Alexander Volkanovski,FOTN,Chad Mendes
UFC 232: Jones vs. Gustafsson 2,Amanda Nunes,POTN,
UFC 232: Jones vs. Gustafsson 2,Ryan Hall,POTN,
UFC 234: Adesanya vs. Silva,Israel Adesanya,FOTN,Anderson Silva
UFC 234: Adesanya vs. Silva,Anderson Silva,FOTN,Israel Adesanya
UFC 234: Adesanya vs. Silva,Montana De La Rosa,POTN,
UFC 234: Adesanya vs. Silva,Devonte Smith,POTN,
UFC 235: Jones vs. Smith,Pedro Munhoz,FOTN,Cody Garbrandt
UFC 235: Jones vs. Smith,Cody Garbrandt,FOTN,Pedro Munhoz
UFC 235: Jones vs. Smith,Johnny Walker,POTN,
UFC 235: Jones vs. Smith,Diego Sanchez,POTN,
UFC 237: Namajunas vs. Andrade,Jéssica Andrade,FOTN,Rose Namajunas
UFC 237: Namajunas vs. Andrade,Rose Namajunas,FOTN,Jéssica Andrade
UFC 237: Namajunas vs. Andrade,Jéssica Andrade,POTN,
UFC 237: Namajunas vs. Andrade,Warlley Alves,POTN,
UFC 238: Cejudo vs. Moraes,Tony Ferguson,FOTN,Donald Cerrone
UFC 238: Cejudo vs. Moraes,Donald Cerrone,FOTN,Tony Ferguson
UFC 238: Cejudo vs. Moraes,Henry Cejudo,POTN,
UFC 238: Cejudo vs. Moraes,Valentina Shevchenko,POTN,
UFC 239: Jones vs. Santos,Amanda Nunes,POTN,
UFC 239: Jones vs. Santos,Jorge Masvidal,POTN,
UFC 239: Jones vs. Santos,Jan Błachowicz,POTN,
UFC 239: Jones vs. Santos,Yadong Song,POTN,
UFC 240: Holloway vs. Edgar,Deiveson Figueiredo,FOTN,Alexandre Pantoja
UFC 240: Holloway vs. Edgar,Alexandre Pantoja,FOTN,Deiveson Figueiredo
UFC 240: Holloway vs. Edgar,Geoff Neal,POTN,
UFC 240: Holloway vs. Edgar,Hakeem Dawodu,POTN,
UFC 241: Cormier vs. Miocic 2,Paulo Costa,FOTN,Yoel Romero
UFC 241: Cormier vs. Miocic 2,Yoel Romero,FOTN,Paulo Costa
UFC 241: Cormier vs. Miocic 2,Stipe Miocic,POTN,
UFC 241: Cormier vs. Miocic 2,Khama Worthy,POTN,
UFC 242: Khabib vs. Poirier,Khabib Nurmagomedov,POTN,
UFC 242: Khabib vs. Poirier,Ottman Azaitar,POTN,
UFC 242: Khabib vs. Poirier,Belal Muhammad,POTN,
UFC 242: Khabib vs. Poirier,Muslim Salikhov,POTN,
UFC 243: Whittaker vs. Adesanya,Brad Riddell,FOTN,Jamie Mullarkey
UFC 243: Whittaker vs. Adesanya,Jamie Mullarkey,FOTN,Brad Riddell
UFC 243: Whittaker vs. Adesanya,Israel Adesanya,POTN,
UFC 243: Whittaker vs. Adesanya,Yorgan de Castro,POTN,
UFC 244: Masvidal vs. Diaz,Stephen Thompson,FOTN,Vicente Luque
UFC 244: Masvidal vs. Diaz,Vicente Luque,FOTN,Stephen Thompson
UFC 244: Masvidal vs. Diaz,Kevin Lee,POTN,
UFC 244: Masvidal vs. Diaz,Corey Anderson,POTN,
UFC 245: Usman vs. Covington,Kamaru Usman,FOTN,Colby Covington
UFC 245: Usman vs. Covington,Colby Covington,FOTN,Kamaru Usman
UFC 245: Usman vs. Covington,Petr Yan,POTN,
UFC 245: Usman vs. Covington,Irene Aldana,POTN,
UFC 246: McGregor vs. Cowboy,Conor McGregor,POTN,
UFC 246: McGregor vs. Cowboy,Aleksei Oleinik,POTN,
UFC 246: McGregor vs. Cowboy,Brian Kelleher,POTN,
UFC 246: McGregor vs. Cowboy,Carlos Diego Ferreira,POTN,
UFC 246: McGregor vs. Cowboy,Drew Dober,POTN,
UFC 247: Jones vs. Reyes,Trevin Giles,FOTN,James Krause
UFC 247: Jones vs. Reyes,James Krause,FOTN,Trevin Giles
UFC 247: Jones vs. Reyes,Khaos Williams,POTN,
UFC 247: Jones vs. Reyes,Mario Bautista,POTN,
UFC 248: Adesanya vs. Romero,Beneil Dariush,POTN,
UFC 248: Adesanya vs. Romero,Sean O’Malley,POTN,
UFC 249: Ferguson vs. Gaethje,Tony Ferguson,FOTN,Justin Gaethje
UFC 249: Ferguson vs. Gaethje,Justin Gaethje,FOTN,Tony Ferguson
UFC 249: Ferguson vs. Gaethje,Justin Gaethje,POTN,
UFC 249: Ferguson vs. Gaethje,Francis Ngannou,POTN,
UFC 250: Nunes vs. Spencer,Cody Garbrandt,POTN,
UFC 250: Nunes vs. Spencer,Aljamain Sterling,POTN,
UFC 250: Nunes vs. Spencer,Sean O'Malley,POTN,
UFC 250: Nunes vs. Spencer,Alex Perez,POTN,
UFC 251: Usman vs. Masvidal,Rose Namajunas,FOTN,Jéssica Andrade
UFC 251: Usman vs. Masvidal,Jéssica Andrade,FOTN,Rose Namajunas
UFC 251: Usman vs. Masvidal,Jiří Procházka,POTN,
UFC 251: Usman vs. Masvidal,Davey Grant,POTN,
UFC 252: Miocic vs. Cormier 3,Kai Kamaka III,FOTN,Tony Kelley
UFC 252: Miocic vs. Cormier 3,Tony Kelley,FOTN,Kai Kamaka III
UFC 252: Miocic vs. Cormier 3,Daniel Pineda,POTN,
UFC 252: Miocic vs. Cormier 3,Virna Jandiroba,POTN,
UFC 253: Adesanya vs. Costa,Brandon Royval,FOTN,Kai Kara-France
UFC 253: Adesanya vs. Costa,Kai Kara-France,FOTN,Brandon Royval
UFC 253: Adesanya vs. Costa,Israel Adesanya,POTN,
UFC 253: Adesanya vs. Costa,Jan Błachowicz,POTN,
UFC 254: Khabib vs. Gaethje,Casey Kenney,FOTN,Nathaniel Wood
UFC 254: Khabib vs. Gaethje,Nathaniel Wood,FOTN,Casey Kenney
UFC 254: Khabib vs. Gaethje,Khabib Nurmagomedov,POTN,
UFC 254: Khabib vs. Gaethje,Magomed Ankalaev,POTN,
UFC 255: Figueiredo vs. Perez,Sasha Palatnikov,FOTN,Louis Cosce
UFC 255: Figueiredo vs. Perez,Louis Cosce,FOTN,Sasha Palatnikov
UFC 255: Figueiredo vs. Perez,Joaquin Buckley,POTN,
UFC 255: Figueiredo vs. Perez,Antonina Shevchenko,POTN,
UFC 256: Figueiredo vs. Moreno,Deiveson Figueiredo,FOTN,Brandon Moreno
UFC 256: Figueiredo vs. Moreno,Brandon Moreno,FOTN,Deiveson Figueiredo
UFC 256: Figueiredo vs. Moreno,Kevin Holland,POTN,
UFC 256: Figueiredo vs. Moreno,Rafael Fiziev,POTN,
UFC 258: Usman vs. Burns,Kamaru Usman,POTN,
UFC 258: Usman vs. Burns,Julian Marquez,POTN,
UFC 258: Usman vs. Burns,Anthony Hernandez,POTN,
UFC 258: Usman vs. Burns,Polyana Viana,POTN,
UFC 261: Usman vs. Masvidal 2,Jeff Molina,FOTN,Aori Qileng
UFC 261: Usman vs. Masvidal 2,Aori Qileng,FOTN,Jeff Molina
UFC 261: Usman vs. Masvidal 2,Kamaru Usman,POTN,
UFC 261: Usman vs. Masvidal 2,Rose Namajunas,POTN,
UFC 262: Oliveira vs. Chandler,Edson Barboza,FOTN,Shane Burgos
UFC 262: Oliveira vs. Chandler,Shane Burgos,FOTN,Edson Barboza
UFC 262: Oliveira vs. Chandler,Charles Oliveira,POTN,
UFC 262: Oliveira vs. Chandler,Christos Giagos,POTN,
UFC 263: Adesanya vs. Vettori 2,Brad Riddell,FOTN,Drew Dober
UFC 263: Adesanya vs. Vettori 2,Drew Dober,FOTN,Brad Riddell
UFC 263: Adesanya vs. Vettori 2,Brandon Moreno,POTN,
UFC 263: Adesanya vs. Vettori 2,Paul Craig,POTN,
UFC 264: Poirier vs. McGregor 3,Sean O'Malley,FOTN,Kris Moutinho
UFC 264: Poirier vs. McGregor 3,Kris Moutinho,FOTN,Sean O'Malley
UFC 264: Poirier vs. McGregor 3,Tai Tuivasa,POTN,
UFC 264: Poirier vs. McGregor 3,Dricus du Plessis,POTN,
UFC 265: Lewis vs. Gane,Rafael Fiziev,FOTN,Bobby Green
UFC 265: Lewis vs. Gane,Bobby Green,FOTN,Rafael Fiziev
UFC 265: Lewis vs. Gane,Ciryl Gane,POTN,
UFC 265: Lewis vs. Gane,Vicente Luque,POTN,
UFC 265: Lewis vs. Gane,Jessica Penne,POTN,
UFC 265: Lewis vs. Gane,Miles Johns,POTN,
UFC 266: Volkanovski vs. Ortega,Alexander Volkanovski,FOTN,Brian Ortega
UFC 266: Volkanovski vs. Ortega,Brian Ortega,FOTN,Alexander Volkanovski
UFC 266: Volkanovski vs. Ortega,Merab Dvalishvili,POTN,
UFC 266: Volkanovski vs. Ortega,Chris Daukaus,POTN,
UFC 268: Usman vs. Covington 2,Justin Gaethje,FOTN,Michael Chandler
UFC 268: Usman vs. Covington 2,Michael Chandler,FOTN,Justin Gaethje
UFC 268: Usman vs. Covington 2,Marlon Vera,POTN,
UFC 268: Usman vs. Covington 2,Alex Pereira,POTN,
UFC 268: Usman vs. Covington 2,Bobby Green,POTN,
UFC 268: Usman vs. Covington 2,Chris Barnett,POTN,
UFC 269: Oliveira vs. Poirier,Dominick Cruz,FOTN,Pedro Munhoz
UFC 269: Oliveira vs. Poirier,Pedro Munhoz,FOTN,Dominick Cruz
UFC 269: Oliveira vs. Poirier,Charles Oliveira,POTN,
UFC 269: Oliveira vs. Poirier,Julianna Peña,POTN,
UFC 269: Oliveira vs. Poirier,Kai Kara-France,POTN,
UFC 269: Oliveira vs. Poirier,Sean O'Malley,POTN,
UFC 269: Oliveira vs. Poirier,Tai Tuivasa,POTN,
UFC 269: Oliveira vs. Poirier,Bruno Silva,POTN,
UFC 270: Ngannou vs. Gane,Deiveson Figueiredo,FOTN,Brandon Moreno
UFC 270: Ngannou vs. Gane,Brandon Moreno,FOTN,Deiveson Figueiredo
UFC 270: Ngannou vs. Gane,Said Nurmagomedov,POTN,
UFC 270: Ngannou vs. Gane,Vanessa Demopoulos,POTN,
UFC 271: Adesanya vs. Whittaker 2,Douglas Silva de Andrade,FOTN,Sergey Morozov
UFC 271: Adesanya vs. Whittaker 2,Sergey Morozov,FOTN,Douglas Silva de Andrade
UFC 271: Adesanya vs. Whittaker 2,Tai Tuivasa,POTN,
UFC 271: Adesanya vs. Whittaker 2,Jared Cannonier,POTN,
UFC 272: Covington vs. Masvidal,Colby Covington,FOTN,Jorge Masvidal
UFC 272: Covington vs. Masvidal,Jorge Masvidal,FOTN,Colby Covington
UFC 272: Covington vs. Masvidal,Kevin Holland,POTN,
UFC 272: Covington vs. Masvidal,Maryna Moroz,POTN,
UFC 273: Volkanovski vs. The Korean Zombie,Khamzat Chimaev,FOTN,Gilbert Burns
UFC 273: Volkanovski vs. The Korean Zombie,Gilbert Burns,FOTN,Khamzat Chimaev
UFC 273: Volkanovski vs. The Korean Zombie,Alexander Volkanovski,POTN,
UFC 273: Volkanovski vs. The Korean Zombie,Alexey Oleynik,POTN,
UFC 276: Adesanya vs. Cannonier,Bryan Barberena,FOTN,Robbie Lawler
UFC 276: Adesanya vs. Cannonier,Robbie Lawler,FOTN,Bryan Barberena
UFC 276: Adesanya vs. Cannonier,Alex Pereira,POTN,
UFC 276: Adesanya vs. Cannonier,Jalin Turner,POTN,
UFC 276: Adesanya vs. Cannonier,Julija Stoliarenko,POTN,
UFC 279: Diaz vs. Ferguson,Nate Diaz,POTN,
UFC 279: Diaz vs. Ferguson,Irene Aldana,POTN,
UFC 279: Diaz vs. Ferguson,Johnny Walker,POTN,
UFC 279: Diaz vs. Ferguson,Jailton Almeida,POTN,
UFC 280: Oliveira vs. Makhachev,Sean O'Malley,FOTN,Petr Yan
UFC 280: Oliveira vs. Makhachev,Petr Yan,FOTN,Sean O'Malley
UFC 280: Oliveira vs. Makhachev,Islam Makhachev,POTN,
UFC 280: Oliveira vs. Makhachev,Belal Muhammad,POTN,
UFC 281: Adesanya vs. Pereira,Dustin Poirier,FOTN,Michael Chandler
UFC 281: Adesanya vs. Pereira,Michael Chandler,FOTN,Dustin Poirier
UFC 281: Adesanya vs. Pereira,Alex Pereira,POTN,
UFC 281: Adesanya vs. Pereira,Zhang Weili,POTN,
UFC 283: Teixeira vs. Hill,Jamahal Hill,FOTN,Glover Teixeira
UFC 283: Teixeira vs. Hill,Glover Teixeira,FOTN,Jamahal Hill
UFC 283: Teixeira vs. Hill,Jailton Almeida,POTN,
UFC 283: Teixeira vs. Hill,Ismael Bonfim,POTN,
UFC 284: Makhachev vs. Volkanovski,Islam Makhachev,FOTN,Alexander Volkanovski
UFC 284: Makhachev vs. Volkanovski,Alexander Volkanovski,FOTN,Islam Makhachev
UFC 284: Makhachev vs. Volkanovski,Yair Rodríguez,POTN,
UFC 284: Makhachev vs. Volkanovski,Jack Della Maddalena,POTN,
UFC 285: Jones vs. Gane,Shavkat Rakhmonov,FOTN,Geoff Neal
UFC 285: Jones vs. Gane,Geoff Neal,FOTN,Shavkat Rakhmonov
UFC 285: Jones vs. Gane,Jon Jones,POTN,
UFC 285: Jones vs. Gane,Alexa Grasso,POTN,
UFC 285: Jones vs. Gane,Bo Nickal,POTN,
UFC 286: Edwards vs. Usman 3,Justin Gaethje,FOTN,Rafael Fiziev
UFC 286: Edwards vs. Usman 3,Rafael Fiziev,FOTN,Justin Gaethje
UFC 286: Edwards vs. Usman 3,Gunnar Nelson,POTN,
UFC 286: Edwards vs. Usman 3,Jake Hadley,POTN,
UFC 2: No Way Out,Royce Gracie,FOTN,Minoki Ichihara
UFC 2: No Way Out,Minoki Ichihara,FOTN,Royce Gracie
UFC 2: No Way Out,Patrick Smithdef,KOTN,
UFC 2: No Way Out,Royce Graciedef,SOTN,
UFC 300: Pereira vs. Hill,Max Holloway,FOTN,Justin Gaethje
UFC 300: Pereira vs. Hill,Justin Gaethje,FOTN,Max Holloway
UFC 300: Pereira vs. Hill,Max Holloway,POTN,
UFC 300: Pereira vs. Hill,Jiří Procházka,POTN,
UFC 302: Makhachev vs. Poirier,Islam Makhachev,FOTN,Dustin Poirier
UFC 302: Makhachev vs. Poirier,Dustin Poirier,FOTN,Islam Makhachev
UFC 302: Makhachev vs. Poirier,Islam Makhachev,POTN,
UFC 302: Makhachev vs. Poirier,Kevin Holland,POTN,
UFC 3: The American Dream,Royce Gracie,FOTN,Kimo Leopoldo
UFC 3: The American Dream,Kimo Leopoldo,FOTN,Royce Gracie
UFC 3: The American Dream,Keith Hackneydef,KOTN,
UFC 3: The American Dream,Royce Graciedef,SOTN,
UFC 4: Revenge of the Warriors,Royce Gracie,FOTN,Dan Severn
UFC 4: Revenge of the Warriors,Dan Severn,FOTN,Royce Gracie
UFC 4: Revenge of the Warriors,Marcus Bossettdef,KOTN,
UFC 4: Revenge of the Warriors,Royce Graciedef,SOTN,
UFC 64: Unstoppable,Sean Sherk,FOTN,Kenny Florian
UFC 64: Unstoppable,Kenny Florian,FOTN,Sean Sherk
UFC 64: Unstoppable,Anderson Silva,KOTN,
UFC 64: Unstoppable,Clay Guida,SOTN,
UFC 81: Breaking Point,Tim Sylvia,FOTN,Antônio Rodrigo Nogueira
UFC 81: Breaking Point,Antônio Rodrigo Nogueira,FOTN,Tim Sylvia
UFC 81: Breaking Point,Chris Lytle,KOTN,
UFC 81: Breaking Point,Frank Mir,SOTN,
UFC 9: Motor City Madness,Don Frye,FOTN,Amaury Bitetti
UFC 9: Motor City Madness,Amaury Bitetti,FOTN,Don Frye
UFC 9: Motor City Madness,Mark Hall,KOTN,
UFC Fight Night 1,Chris Leben,FOTN,Patrick Côté
UFC Fight Night 1,Patrick Côté,FOTN,Chris Leben
UFC Fight Night 1,Mike Swick,KOTN,
UFC Fight Night 1,Josh Koscheck,SOTN,
UFC Fight Night 2,David Loiseau,FOTN,Evan Tanner
